task,trial,rotation_angle_deg,15,21,23,17,13,19,31,29,27,35,11,05,9,25,7,p01
rotated_training_15,25,-15,9.08,13.72,17.03,11.89,18.81,4.40,7.30,5.68,35.68,13.66,14.68,-21.04,12.56,8.94,10.76,14.56
rotated_training_15,26,-15,11.42,12.88,15.49,14.77,19.86,15.44,14.84,21.07,-4.90,21.21,13.36,14.24,16.58,11.61,13.68,24.51
rotated_training_15,27,-15,10.86,10.41,11.82,11.73,13.99,15.11,17.67,7.97,19.90,12.87,10.01,16.96,14.17,19.60,8.33,13.64
rotated_training_15,28,-15,13.38,16.62,6.19,16.63,19.13,9.22,7.84,11.99,20.75,13.47,12.12,6.08,15.32,19.17,10.80,13.15
rotated_training_15,29,-15,9.96,20.70,20.98,11.73,23.20,20.02,13.83,4.27,8.19,15.89,12.30,10.97,13.59,14.60,13.99,17.27
rotated_training_15,30,-15,3.14,8.60,16.64,20.06,14.97,17.30,17.09,10.38,5.44,16.26,11.89,14.45,14.97,18.56,11.23,16.89
rotated_training_15,31,-15,13.67,14.18,8.62,14.04,20.98,16.95,3.76,4.42,12.28,17.77,14.86,23.25,9.13,15.11,13.25,5.76
rotated_training_15,32,-15,14.18,13.34,10.12,16.79,19.88,16.32,6.72,6.25,11.63,15.04,12.80,7.43,19.64,13.06,8.40,12.81
rotated_training_15,33,-15,10.48,12.65,16.94,16.22,19.30,12.14,9.46,18.32,9.17,14.11,8.18,13.34,14.61,18.34,12.11,9.43
rotated_training_15,34,-15,12.88,18.82,10.71,15.87,11.92,11.39,20.86,9.23,9.90,nan,12.37,15.12,12.72,9.98,6.93,8.22
rotated_training_15,35,-15,19.78,10.04,18.04,11.84,16.29,14.46,8.13,13.62,10.63,13.35,10.93,16.14,16.61,11.78,6.91,13.87
rotated_training_15,36,-15,7.08,19.45,9.46,14.47,26.57,18.43,11.26,19.44,19.10,8.62,12.79,20.04,8.49,15.70,7.83,8.73
rotated_training_15,37,-15,9.46,7.77,13.53,20.67,22.22,13.43,17.28,nan,19.68,13.88,7.80,-2.52,11.52,15.84,12.80,-1.31
rotated_training_15,38,-15,11.93,12.91,8.77,12.62,19.64,16.56,11.46,17.61,9.11,16.66,12.68,10.49,16.44,17.57,9.22,10.62
rotated_training_15,39,-15,9.67,9.64,13.11,10.64,18.43,22.71,17.28,15.82,9.67,13.07,14.13,16.74,10.67,17.45,18.17,7.38
rotated_training_15,40,-15,5.92,17.12,18.31,24.94,20.70,10.98,14.40,16.29,13.53,12.65,12.70,14.66,22.70,19.73,14.37,13.75
rotated_training_15,41,-15,19.39,16.48,15.11,13.98,26.57,19.65,14.39,18.15,24.92,12.53,10.32,6.53,12.07,10.38,7.90,15.57
rotated_training_15,42,-15,13.61,7.77,12.41,9.86,20.48,12.62,11.39,12.30,14.55,19.35,12.08,5.57,17.57,12.02,13.39,11.46
rotated_training_15,43,-15,10.10,13.37,23.65,19.21,23.72,15.07,15.89,20.72,13.09,17.14,12.89,nan,11.71,20.14,15.12,17.49
rotated_training_15,44,-15,7.54,16.53,13.27,nan,17.07,18.34,nan,16.65,12.12,13.35,28.89,10.18,13.27,15.72,7.36,15.71
rotated_training_15,45,-15,9.02,13.74,12.37,10.95,10.96,15.56,8.00,nan,12.50,12.41,12.25,12.08,13.51,12.43,8.70,18.62
no-cursor_15_exclude,1,-15,15.29,2.55,19.18,16.16,9.77,10.12,13.14,3.09,6.60,2.76,6.62,9.69,0.95,14.17,5.97,7.67
no-cursor_15_exclude,2,-15,7.39,4.92,20.19,13.58,4.58,1.51,5.83,9.56,2.65,1.53,1.06,13.17,5.52,9.72,15.71,7.13
no-cursor_15_exclude,3,-15,13.19,5.55,19.10,18.57,11.23,1.79,9.23,9.36,16.39,14.19,6.25,10.01,6.43,12.70,9.26,11.70
no-cursor_15_exclude,4,-15,5.73,10.10,30.72,12.91,16.75,10.20,20.86,3.41,5.23,14.64,10.93,7.63,-4.91,16.85,11.05,6.60
no-cursor_15_exclude,5,-15,7.50,7.03,26.38,11.00,11.48,-0.61,13.76,6.25,16.84,14.22,12.76,6.42,17.03,21.97,12.37,8.71
no-cursor_15_exclude,6,-15,7.38,-6.89,32.97,14.95,15.77,2.56,6.48,11.73,19.06,3.35,14.34,9.78,-6.70,8.01,4.56,11.02
no-cursor_15_exclude,7,-15,7.16,9.96,33.39,19.33,10.90,1.60,8.02,9.85,10.52,9.05,4.37,9.30,2.71,8.08,10.85,7.10
no-cursor_15_exclude,8,-15,7.13,12.37,37.90,3.29,12.67,15.69,9.24,2.33,14.84,8.97,10.88,13.56,-6.61,21.09,8.60,5.31
no-cursor_15_exclude,9,-15,3.56,8.87,28.73,12.51,5.13,7.52,16.12,6.67,9.01,12.64,10.41,12.39,25.15,1.83,16.86,3.60
no-cursors_15_include,1,-15,6.65,-3.79,24.99,8.43,24.79,8.82,8.63,1.86,17.68,-1.38,1.07,19.63,18.15,7.16,10.12,8.08
no-cursors_15_include,2,-15,16.39,18.11,4.30,7.91,28.35,-2.56,10.72,-2.94,8.60,13.85,2.80,7.02,-4.20,-2.99,6.92,10.58
no-cursors_15_include,3,-15,11.08,7.59,16.95,15.33,27.84,-0.86,17.01,-2.78,1.95,6.43,7.35,9.17,21.12,15.58,3.06,3.93
no-cursors_15_include,4,-15,12.08,10.81,6.13,13.45,12.53,6.99,9.73,2.50,6.34,5.49,5.19,11.36,25.50,8.41,0.77,2.77
no-cursors_15_include,5,-15,1.41,15.97,6.50,8.13,24.32,3.90,9.46,-4.37,18.92,9.23,13.21,20.60,12.47,8.77,8.56,6.62
no-cursors_15_include,6,-15,9.17,12.59,7.52,3.12,34.40,6.37,9.96,8.39,9.90,16.89,12.85,7.73,13.90,9.84,51.65,8.60
no-cursors_15_include,7,-15,14.97,12.19,3.79,14.04,24.08,10.84,13.21,-2.48,2.36,13.17,7.56,4.86,23.96,15.56,1.51,2.26
no-cursors_15_include,8,-15,14.68,7.54,13.09,12.23,24.05,10.46,10.88,-0.81,2.34,11.72,10.15,13.55,17.03,12.37,-2.44,0.84
no-cursors_15_include,9,-15,4.24,6.18,5.60,15.42,14.79,4.62,10.43,5.04,7.65,11.77,6.30,10.04,-0.43,4.37,3.81,3.53
rotated_training_15_2,1,-15,3.42,1.61,3.70,16.25,7.54,10.91,3.32,6.47,2.26,nan,6.94,11.53,4.16,12.72,3.81,5.52
rotated_training_15_2,2,-15,11.07,9.56,5.40,12.83,9.87,10.43,16.42,5.10,10.02,11.43,-0.63,14.60,3.99,23.30,8.19,6.38
rotated_training_15_2,3,-15,14.18,12.87,15.53,11.08,11.31,10.13,19.10,5.22,18.18,19.86,10.38,-0.98,6.51,5.19,11.93,12.11
rotated_training_15_2,4,-15,5.65,18.17,10.15,10.17,12.64,15.95,21.07,6.31,11.54,19.08,8.79,9.38,15.18,18.89,12.42,10.66
rotated_training_15_2,5,-15,13.97,5.27,7.71,12.53,17.93,17.23,8.53,14.39,15.66,11.54,10.18,13.01,6.93,20.68,16.00,5.42
rotated_training_15_2,6,-15,12.97,18.43,17.70,10.16,14.97,9.53,11.64,15.48,8.07,12.24,9.26,14.17,11.31,10.80,20.51,7.58
rotated_training_15_2,7,-15,8.07,22.10,27.22,22.89,nan,16.84,12.44,8.38,8.72,13.02,12.92,17.48,19.50,21.99,8.25,6.81
rotated_training_15_2,8,-15,2.58,nan,10.55,23.25,11.31,10.13,19.22,15.66,12.99,9.78,5.50,-1.95,9.74,12.88,10.39,11.31
rotated_training_15_2,9,-15,12.15,13.31,12.97,3.72,12.25,11.14,11.23,16.30,5.30,17.53,nan,12.23,18.43,11.23,15.98,13.74
rotated_training_15_2,10,-15,17.09,4.91,9.65,15.07,8.29,16.76,20.13,8.52,12.62,18.05,13.02,11.24,10.01,13.93,14.68,1.80
rotated_training_15_2,11,-15,6.73,14.35,13.22,19.09,16.56,18.15,12.55,17.24,10.79,19.65,8.72,10.34,26.93,18.43,13.50,11.20
