task,trial,rotation_angle_deg,34,30,28,16,18,36,22,2,4,24,20,32,10,8,26
no-cursor_15_exclude,9,-15,0.19,11,14.72,3.12,11.78,1.53,6.16,10.41,22.27,14.58,27.9,3.6,7.47,-1.71,3.62
rotated_training_15_2,1,-15,6.37,8.37,17.4,3.03,6.91,0.93,-0.21,0,22.36,17.39,7.83,3.34,14.09,7.01,-2.84
rotated_training_15_2,2,-15,4.73,9.92,5.35,15.53,7.59,15.38,10.41,8.22,5.43,14.59,18.02,6.43,2.61,2.14,9.74
rotated_training_15_2,3,-15,6.93,12.93,14.55,7.08,22.45,9.94,12.62,13.51,7.34,8.84,9.8,7.01,9.89,28.56,3.27
rotated_training_15_2,4,-15,12.56,13.06,11.01,13.15,14.18,12.41,12.33,8.35,11.37,11.8,4.82,nan,15.98,10.47,18.95
rotated_training_15_2,5,-15,11.31,16.18,11.68,15.01,19.69,-7.67,9.33,10.85,9.5,17.51,9.21,8.84,19.83,6.02,0.42
rotated_training_15_2,6,-15,13.6,13.89,12.83,7.57,9.32,8.57,10.11,9.36,12.63,20.09,35.13,12.46,6.16,10.74,16.7
rotated_training_15_2,7,-15,16.18,12.48,13.47,15.37,10.48,18.43,15.83,11.71,19.43,11.46,15.06,7.07,10.8,-5.01,12.18
rotated_training_15_2,8,-15,7.31,9.23,15.03,14.16,17.21,18.32,12.4,16.66,11.06,13.88,27.52,11.6,13.15,11.7,10.23
rotated_training_15_2,9,-15,13.89,5.43,12.51,11.23,6.83,20.51,6.67,12.6,18.62,27.4,7.49,21.64,19.92,13.54,12.15
rotated_training_15_2,10,-15,10.81,11.85,12.26,16.83,13.24,3.18,17.8,12.46,13.24,18.82,1.29,24.25,10.46,12.46,21.98
rotated_training_15_2,11,-15,10.25,16.3,13.22,21.09,9.96,38.27,11.7,-0.42,22,16.44,36.41,13.1,12.99,4.96,-3.67
rotated_training_15_2,12,-15,13.94,17.49,13.8,9.25,19.44,17.99,16.49,6.04,13.1,18.26,19.67,18.02,17.65,21.1,11.95
rotated_training_15_2,13,-15,11.91,12.63,16.16,20.19,11.78,35.18,11.8,15.92,15.57,16.24,22.73,20.62,11.31,55.38,6.6
rotated_training_15_2,14,-15,11.47,11.31,14.83,9.21,14.79,15.72,17.39,14.93,10.83,15.12,7.41,17.23,9.89,0,14.66
rotated_training_15_2,15,-15,15.12,8.86,16.98,15.13,16.29,14.89,12.41,14.99,8.89,16.91,24.79,5.86,17.8,37.39,15.79
rotated_training_15_2,16,-15,18.95,13.63,nan,17.95,14.76,16.07,4.21,8.38,11.89,19.8,23.96,20.51,17.8,7.69,11.93
rotated_training_15_2,17,-15,6.04,16.22,15.44,12.04,13.43,35.04,20.73,10.3,27.19,15.51,20.7,19.19,7.3,8.17,22.54
rotated_training_15_2,18,-15,19.74,13.23,9.71,19.04,10.38,13.19,15.97,6.25,11.46,17.18,6.94,10.7,24,15.55,10.1
rotated_training_15_2,19,-15,15.72,11.6,12.55,nan,10.08,11.74,12.53,0.2,8.62,26.02,13.48,23.37,18.57,57.32,10.62
