task,task_type,trial,rotation_angle_deg,15,21,23,17,13,19,2,11,9,1,25,26,7
rotated_training_60,cursor,21,-60,56.86,47.76,65.79,60.07,40.18,67.73,54.27,-6.65,57.26,41.67,19.65,52.2,24.2
rotated_training_60,cursor,22,-60,52.9,31.31,58.71,62.83,31.47,40.87,55.84,34.54,54.36,34.87,-13.59,57.91,16.56
rotated_training_60,cursor,23,-60,69.48,10.1,61.53,70.56,39.18,55.38,49.37,46.23,57.37,45.3,-20.85,57.28,31.18
rotated_training_60,cursor,24,-60,64.37,35.33,55.08,58.04,40.87,46.28,60.15,28.36,49.28,42.03,28.69,53.77,24.79
rotated_training_60,cursor,25,-60,39.21,39.24,62.6,68.61,37.72,105.8,64.09,51.31,53.86,35.22,-2.37,58.06,29.74
rotated_training_60,cursor,26,-60,52.56,20.53,50.34,74.03,40.58,50.58,50.88,27.72,57.32,45,29.2,68.73,10.22
rotated_training_60,cursor,27,-60,46.47,35.16,51.97,54.32,25.53,60.44,54.75,46.06,42.26,33.51,36.37,63.03,25.51
rotated_training_60,cursor,28,-60,52.2,46.95,68.53,60.43,34.94,71.06,60.05,43.1,55.9,30.3,40.54,59.8,34.11
rotated_training_60,cursor,29,-60,67.38,19.37,63.1,65.46,34.7,41.46,84.02,52.09,51.97,40.94,28.58,63.3,22.76
rotated_training_60,cursor,30,-60,82.23,52.45,57.37,71.04,34.99,59.95,51.34,37.95,58.15,45.31,33.89,62.7,29.95
rotated_training_60,cursor,31,-60,51.43,25.02,62.66,64.08,40.27,70.46,65.14,40.46,60.28,30.89,48.87,56.43,31.32
rotated_training_60,cursor,32,-60,58.5,34.75,67.2,55.36,39.14,107.78,36.75,53.34,50.03,18.72,43.63,61.15,21.25
rotated_training_60,cursor,33,-60,40.85,39,34.26,59.88,16.24,53.75,59.38,53.37,55.8,62.95,29.67,56.23,35.04
